Magic_000;0,4;25,31;136,73
Magic_001;25,4;29,31;133,73
Magic_002;54,6;28,29;135,75
Magic_003;82,5;28,30;143,74
Magic_004;110,4;25,31;144,73
Magic_005;135,2;22,33;149,70
Magic_006;157,0;29,35;152,67
Magic_007;186,0;35,35;151,67
Magic_008;221,2;35,33;151,70
Magic_009;256,8;38,27;159,75
Magic_010;294,8;40,27;157,75
Magic_011;334,0;39,35;157,67
Magic_012;373,7;39,28;157,74
Magic_013;412,7;39,28;157,74
Magic_014;451,8;37,27;157,75
Magic_015;488,8;32,27;157,75
Magic_016;520,8;27,27;157,75
Magic_017;547,7;23,28;157,74
Magic_018;570,5;22,30;154,74
Magic_019;592,5;25,30;149,74
Magic_020;617,7;30,28;142,76
Magic_021;647,4;25,31;136,73
Magic_022;672,6;29,29;137,75
Magic_023;701,7;32,28;137,77
Magic_024;733,10;34,25;139,80
Magic_025;767,12;26,23;143,82
Magic_026;793,6;28,29;138,75
Magic_027;821,3;30,32;132,72
Magic_028;851,4;29,31;133,73
Magic_029;880,4;27,31;135,73
Magic_030;907,4;27,31;135,73
Magic_031;934,4;28,31;135,73
Magic_032;962,4;29,31;134,73
Magic_033;991,4;28,31;136,73
Magic_034;1019,6;26,29;145,75
