Dust0;0,50;3,33;175,22
Dust1;3,48;3,35;176,21
Dust2;6,44;2,39;178,19
Dust3;8,42;7,41;175,17
Dust4;15,36;7,47;176,14
Dust5;22,30;7,53;177,12
Dust6;29,22;7,61;175,8
Dust7;36,15;7,68;175,5
Dust8;43,7;12,76;170,1
Dust9;55,3;18,80;163,0
Dust10;73,0;31,83;151,0
Dust11;104,3;43,80;139,0
Dust12;147,4;55,79;126,0
Dust13;202,1;61,82;117,0
Dust14;263,3;66,80;109,0
Dust15;329,4;70,79;99,0
Dust16;399,7;68,76;91,0
Dust17;467,6;64,77;87,0
Dust18;531,11;48,72;86,0
Dust19;579,49;34,34;91,15
Dust20;613,54;32,29;87,3
Dust21;645,51;23,32;88,0
Dust22;668,76;7,7;96,16
Dust23;675,76;7,7;91,5
Dust24;682,82;1,1;91,0
