Handaxe_024;0,0;85,80;124,24
Handaxe_025;85,15;85,65;124,39
Handaxe_026;170,18;85,62;124,42
Handaxe_027;255,24;85,56;124,48
Handaxe_028;340,26;85,54;124,50
Handaxe_029;425,31;85,49;124,55
Handaxe_030;510,32;85,48;124,56
Handaxe_031;595,18;85,62;124,42
Handaxe_032;680,15;85,65;124,39
Handaxe_033;765,0;85,80;124,24
Handaxe_034;850,0;85,80;124,24
Handaxe_035;935,15;85,65;124,39
Handaxe_036;1020,18;85,62;124,42
Handaxe_037;1105,20;85,60;124,44
Handaxe_038;0,113;85,56;124,48
Handaxe_039;85,110;85,59;124,45
Handaxe_040;170,107;85,62;124,42
Handaxe_041;255,113;85,56;124,48
Handaxe_042;340,115;85,54;124,50
Handaxe_043;425,120;85,49;124,55
Handaxe_044;510,121;85,48;124,56
Handaxe_045;595,107;85,62;124,42
Handaxe_046;680,104;85,65;124,39
Handaxe_047;765,89;85,80;124,24
Handaxe_048;850,89;85,80;124,24
Handaxe_049;935,82;69,87;125,17
Handaxe_050;1004,80;60,89;134,15
Handaxe_051;1064,82;69,87;125,17
Handaxe_058;0,169;85,80;124,24
