Bow_000;0,10;27,48;133,56
Bow_001;27,10;29,48;132,56
Bow_002;56,9;31,49;132,54
Bow_003;87,6;29,52;133,51
Bow_004;116,3;41,55;133,48
Bow_005;157,0;27,58;133,45
Bow_006;184,0;27,58;133,45
Bow_007;211,0;27,58;133,45
Bow_008;238,0;30,58;130,45
Bow_009;268,0;30,58;130,45
Bow_010;298,0;32,58;128,45
Bow_011;330,0;32,58;128,45
Bow_012;362,11;30,47;130,56
Bow_013;392,11;30,47;130,56
Bow_014;422,9;51,49;116,54
Bow_015;473,9;34,49;130,54
Bow_016;507,10;29,48;131,55
Bow_017;536,0;32,58;133,45
Bow_018;568,0;37,58;133,45
Bow_019;605,0;37,58;133,45
Bow_020;642,0;32,58;133,45
Bow_021;674,0;35,58;133,45
Bow_022;709,0;35,58;133,45
Bow_023;744,0;30,58;133,45
Bow_024;774,9;41,49;132,58
Bow_025;815,27;43,31;131,76
