Dodge1;0,1;52,42;141,70
Dodge2;52,12;36,31;157,82
Frame1;88,9;18,34;140,70
Frame2;106,9;21,34;140,70
Frame3;127,9;25,34;139,70
Frame4;152,14;27,29;137,75
Frame5;179,0;67,43;85,61
Frame6;246,9;34,34;92,70
Frame7;280,10;32,33;92,71
Frame8;312,9;32,34;92,70
Frame9;344,6;40,37;86,67
Frame10;384,11;40,32;95,72
Frame11;424,13;40,30;95,74
Frame12;464,18;33,25;95,79
Frame13;497,19;32,24;96,80
Frame14;529,19;27,24;99,80
Frame15;556,16;23,27;103,77
Frame16;579,12;27,31;116,73
Frame17;606,9;23,34;132,70
Frame18;629,9;19,34;137,70
Frame19;648,13;18,30;141,74
Frame20;666,9;21,34;140,70
Frame21;687,8;18,35;140,69
Frame22;705,8;18,35;140,69
Frame23;723,8;18,35;140,69
Frame24;741,8;21,35;140,69
Frame25;762,8;19,35;140,69
Frame26;781,8;20,35;140,69
Frame27;801,8;21,35;140,69
Frame28;822,10;48,33;92,71
Miss1;870,9;42,34;84,70
Miss2;912,10;40,33;84,71
Miss3;952,9;40,34;84,70
Stand;992,8;18,35;140,69
