Lance_000;0,5;36,48;138,56
Lance_052;36,2;23,51;157,53
Lance_053;59,6;36,47;153,57
Lance_054;95,13;42,40;154,64
Lance_055;137,14;46,39;153,65
Lance_056;183,14;46,39;155,65
Lance_057;229,16;63,37;114,68
Lance_058;292,20;30,33;136,72
Lance_059;322,20;30,33;136,72
Lance_060;352,16;49,37;125,67
Lance_061;401,5;36,48;138,56
Lance_067;437,9;37,44;157,60
Lance_068;474,2;42,51;156,53
Lance_069;516,0;49,53;157,51
Lance_070;565,12;53,41;157,63
Lance_071;618,13;45,40;157,64
Lance_073;663,14;46,39;155,65
Lance_074;709,14;46,39;155,65
Lance_075;755,14;46,39;155,65
Lance_076;801,11;49,42;152,62
Lance_077;850,14;46,39;155,65
Lance_085;896,9;35,44;146,61
Lance_086;931,22;32,31;156,74
