Lance_000;0,37;70,43;114,63
Lance_001;70,36;73,44;113,62
Lance_002;143,32;72,48;124,61
Lance_027;215,34;73,46;116,60
Lance_028;288,35;71,45;113,61
Lance_029;359,36;71,44;113,62
Lance_046;430,30;66,50;131,59
Lance_047;496,34;45,46;149,62
Lance_048;541,35;40,45;153,62
Lance_049;581,34;38,46;149,61
Lance_050;619,34;38,46;142,61
Lance_051;657,21;80,59;97,48
Lance_052;737,6;78,74;99,33
Lance_053;815,0;67,80;110,27
Lance_054;882,3;70,77;107,30
Lance_055;952,15;66,65;111,42
Lance_056;1018,9;61,71;116,36
Lance_057;1079,36;63,44;114,59
Lance_058;1142,36;57,44;116,59
