Attack1;0,0;31,53;134,52
Attack2;31,0;40,47;137,58
Attack3;71,0;48,41;139,64
Attack4;119,0;47,43;139,62
Attack5;166,0;45,43;139,62
Attack6;211,0;43,43;139,62
Attack7;254,0;41,42;139,63
Attack8;295,0;39,42;139,63
Attack9;334,0;36,43;139,62
Attack10;370,0;46,54;141,51
Attack11;416,0;91,85;88,21
Attack12;507,0;58,64;95,43
Attack13;565,0;67,64;88,40
Attack14;632,0;46,61;109,43
Attack15;678,0;46,58;109,46
Attack16;724,0;46,54;109,50
Attack17;770,0;46,50;109,54
Attack18;816,0;43,43;108,61
Attack19;859,0;37,43;108,61
Attack20;896,0;37,47;108,56
Attack21;933,0;38,47;116,55
Attack22;971,0;42,47;120,56
Attack23;1013,0;37,47;128,55
Attack24;1050,0;42,48;128,56
Dodge1;1092,0;25,52;130,50
Dodge2;1117,0;44,49;109,52
Miss;1161,0;68,64;85,43
Stand;1229,0;38,47;127,58
TrueMiss;1267,0;68,41;81,63
TrueMiss2;1335,0;46,41;103,63
