Axe_000;0,39;29,42;136,61
Axe_001;29,40;29,41;136,62
Axe_002;58,41;30,40;136,63
Axe_003;88,32;31,49;134,54
Axe_004;119,20;31,61;135,42
Axe_005;150,22;32,59;135,44
Axe_006;182,21;33,60;136,44
Axe_007;215,24;40,57;136,47
Axe_008;255,15;57,66;138,38
Axe_009;312,8;81,73;118,28
Axe_010;393,7;31,74;133,27
Axe_011;424,3;28,78;133,23
Axe_012;452,0;28,81;131,20
Axe_013;480,0;25,81;132,20
Axe_014;505,0;26,81;131,20
Axe_015;531,2;27,79;126,22
Axe_016;558,12;29,69;123,32
Axe_017;587,12;31,69;121,32
Axe_018;618,16;40,65;116,36
Axe_019;658,15;37,66;115,35
Axe_020;695,36;60,45;77,62
Axe_021;755,23;65,58;76,56
Axe_022;820,23;66,58;76,56
Axe_023;886,24;66,57;77,57
Axe_024;952,43;49,38;81,76
Axe_025;1001,43;48,38;81,76
Axe_026;1049,47;48,34;81,74
Axe_027;1097,49;49,32;80,74
Axe_028;0,129;58,34;88,66
Axe_029;58,129;54,34;123,65
Axe_030;112,121;62,42;125,61
Axe_031;174,129;62,34;113,69
Axe_032;236,108;52,55;117,48
Axe_033;288,102;47,61;122,42
Axe_034;335,103;39,60;127,43
Axe_035;374,101;37,62;129,41
Axe_036;411,124;39,39;139,64
Axe_037;450,124;46,39;141,64
Axe_038;496,124;33,39;141,64
Axe_039;529,124;33,39;141,64
Axe_040;562,99;38,64;141,39
Axe_041;600,102;64,61;111,40
Axe_042;664,92;40,71;131,30
Axe_043;704,111;64,52;109,49
Axe_044;768,81;48,82;109,19
Axe_047;816,118;44,45;138,64
Axe_048;860,124;26,39;154,70
