Attack2;0,21;46,33;138,72
Attack3;46,20;49,34;138,71
Attack4;95,15;39,39;138,66
Attack5;134,21;38,33;132,72
Attack6;172,21;30,33;138,72
Attack7;202,15;44,39;130,65
Attack8;246,15;45,39;128,65
Attack9;291,20;47,34;139,70
Attack10;338,20;68,34;115,70
Attack11;406,11;41,43;103,61
Attack12;447,0;38,54;103,50
Attack13;485,20;40,34;81,71
Attack14;525,22;35,32;86,73
Attack16;560,22;32,32;87,73
Attack17;592,22;26,32;99,74
Attack18;618,25;47,29;98,77
Attack19;665,25;47,29;98,77
Attack20;712,25;47,29;98,77
Attack21;759,19;32,35;104,70
Attack22;791,5;24,49;119,54
Attack23;815,5;24,49;120,55
Attack24;839,5;24,49;122,55
Attack25;863,6;24,48;123,56
Attack26;887,7;24,47;125,57
Attack27;911,8;24,46;126,58
Attack28;935,10;24,44;129,60
Attack29;959,21;40,33;129,72
Attack30;0,54;39,35;138,72
Attack31;39,54;39,35;138,72
Attack32;78,54;39,35;138,72
Dodge1;117,57;31,32;136,72
Dodge2;148,57;31,32;135,71
Miss;179,57;44,32;77,73
Stand;223,54;39,35;138,72
