Lance_000;0,30;64,47;124,57
Lance_001;64,27;65,50;113,54
Lance_002;129,27;65,50;96,54
Lance_003;194,30;45,47;89,57
Lance_003_under;239,65;40,12;53,75
Lance_004;279,0;64,77;102,27
Lance_005;343,28;66,49;105,55
Lance_006;409,31;76,46;126,57
Lance_007;485,28;70,49;137,55
Lance_008;555,28;70,49;137,55
Lance_009;625,29;58,48;126,58
Lance_010;683,30;64,47;121,57
Lance_011;747,30;64,47;121,57
Lance_012;811,30;64,47;121,57
Lance_013;875,30;64,47;121,57
Lance_014;939,30;64,47;120,57
Lance_015;1003,32;64,45;120,59
Lance_016;1067,30;64,47;123,57
Lance_017;1131,32;64,45;125,59
Lance_018;0,117;69,47;116,57
Lance_019;69,117;64,47;115,57
Lance_020;133,110;48,54;124,50
Lance_021;181,111;55,53;116,51
Lance_022;236,99;44,65;127,39
Lance_023;280,113;56,51;117,53
Lance_024;336,95;44,69;127,35
Lance_025;380,103;47,61;125,43
Lance_026;427,101;59,63;127,41
Lance_027;486,98;70,66;127,38
Lance_028;556,77;66,87;127,17
Lance_029;622,80;44,84;127,20
Lance_030;666,89;49,75;127,29
Lance_031;715,99;61,65;126,39
Lance_039;776,116;64,48;135,56
Lance_040;840,108;58,56;142,48
Lance_041;898,117;81,47;53,57
