Lance_000;0,8;38,40;133,65
Lance_001;38,10;51,38;133,66
Lance_002;89,0;41,48;139,56
Lance_003;130,2;48,46;136,58
Lance_004;178,1;41,47;141,57
Lance_005;219,12;51,36;138,68
Lance_006;270,13;51,35;139,69
Lance_007;321,13;51,35;139,69
Lance_008;372,13;51,35;139,69
Lance_009;423,15;74,33;89,71
Lance_010;497,14;44,34;100,71
Lance_010_under;541,39;28,9;72,84
Lance_011;569,14;44,34;100,71
Lance_011_under;613,39;28,9;72,84
Lance_012;641,15;44,33;100,72
Lance_012_under;685,39;28,9;72,84
Lance_013;713,15;44,33;100,72
Lance_013_under;757,39;28,9;72,84
Lance_014;785,15;44,33;100,72
Lance_014_under;829,39;28,9;72,84
Lance_015;857,15;44,33;100,72
Lance_015_under;901,39;28,9;72,84
Lance_016;929,8;45,40;99,65
Lance_017;974,1;67,47;103,59
Lance_018;1041,14;75,34;105,70
Lance_019;1116,13;44,35;135,70
Lance_020;1160,12;40,36;137,69
Lance_021;0,117;38,40;133,65
Lance_022;38,117;38,40;133,65
Lance_023;76,117;38,40;133,65
Lance_024;114,118;45,39;128,66
Lance_025;159,98;38,59;132,46
Lance_026;197,95;32,62;138,43
Lance_027;229,95;32,62;138,43
Lance_028;261,95;32,62;138,43
Lance_029;293,108;53,49;119,56
Lance_030;346,119;58,38;112,67
Lance_031;404,119;57,38;113,67
Lance_032;461,110;52,47;119,58
Lance_033;513,110;52,47;119,58
Lance_034;565,108;46,49;125,56
Lance_035;611,117;52,40;119,65
Lance_036;663,102;46,55;125,50
Lance_037;709,99;48,58;130,47
Lance_038;757,102;48,55;131,50
Lance_039;805,120;48,37;128,68
Lance_040;853,130;51,27;130,78
Lance_041;904,65;72,92;118,17
Lance_042;976,48;65,109;122,0
Lance_044;1041,77;31,80;82,0
Lance_045;1072,87;35,70;87,34
Lance_045_under;1107,144;9,13;83,67
Lance_046;1116,85;30,72;88,32
Lance_046_under;1146,144;9,13;83,67
Lance_047;1155,98;31,59;95,45
Lance_047_under;1186,146;11,11;84,69
Lance_048;0,157;36,57;92,53
Lance_049;36,182;32,32;93,78
Lance_050;68,174;45,40;81,64
Lance_051;113,167;67,47;96,57
Lance_052;180,180;82,34;98,69
Lance_053;262,179;44,35;135,70
Lance_054;306,178;40,36;137,69
Lance_055;346,174;38,40;133,65
Lance_056;384,174;38,40;133,65
Lance_102;422,166;51,48;137,57
Lance_103;473,164;33,50;157,55
Lance_116;506,174;38,40;133,65
Lance_117;544,176;51,38;133,66
Lance_118;595,166;41,48;139,56
Lance_119;636,168;48,46;136,58
Lance_120;684,167;41,47;141,57
Lance_121;725,178;51,36;138,68
Lance_122;776,179;51,35;139,69
Lance_123;827,179;51,35;139,69
Lance_124;878,179;51,35;139,69
Lance_125;929,181;74,33;89,71
Lance_126;1003,180;72,34;72,71
Lance_127;1075,180;72,34;72,71
Lance_128;0,228;72,33;72,72
Lance_129;72,228;72,33;72,72
Lance_130;144,228;72,33;72,72
Lance_131;216,228;72,33;72,72
Lance_132;288,221;45,40;99,65
Lance_133;333,214;67,47;103,59
Lance_134;400,227;75,34;105,70
Lance_135;475,226;44,35;135,70
Lance_136;519,225;40,36;137,69
Lance_137;559,221;38,40;133,65
Lance_138;597,221;38,40;133,65
