Attack1;0,0;62,38;121,66
Attack2;62,0;61,40;118,64
Attack3;123,0;61,40;115,64
Attack4;184,0;61,40;115,64
Attack5;245,0;61,39;113,66
Attack6;306,0;61,40;104,65
Attack7;367,0;64,39;92,65
Attack8;431,0;98,40;60,64
Attack9;529,0;98,38;60,66
Attack10;627,0;98,38;60,66
Attack11;725,0;64,38;96,66
Attack12;789,0;62,38;100,66
Attack13;851,0;62,38;99,66
Attack14;913,0;61,38;102,66
Attack15;974,0;61,40;104,65
Attack16;1035,0;61,39;113,65
Attack17;1096,0;61,40;115,63
Attack18;1157,0;61,40;118,64
Attack19;1218,0;62,38;121,67
Dodge1;1280,0;56,38;118,62
Dodge2;1336,0;60,38;112,62
Miss;1396,0;96,39;60,65
Stand;1492,0;60,38;116,66
