Ray0;0,0;138,80;83,40
Ray1;138,6;138,74;83,43
Ray2;276,10;138,70;83,45
Ray3;414,16;138,64;83,48
Ray4;552,21;138,59;83,50
Ray5;690,22;138,58;83,51
Ray6;828,24;138,56;83,52
Ray7;0,80;138,48;83,56
Ray8;138,84;138,44;83,58
Ray9;276,86;138,42;83,59
Ray10;414,89;138,39;83,60
Ray11;552,96;138,32;83,64
Ray12;690,100;138,28;83,66
Ray13;828,102;138,26;83,67
Ray14;0,128;138,24;83,68
Ray15;138,136;138,16;83,72
Ray16;276,140;138,12;83,74
Ray17;414,141;138,11;83,74
Ray18;552,136;138,16;83,72
Ray19;690,148;138,4;83,78
Ray20;828,148;138,4;83,78
Ray21;0,152;106,4;99,78
Ray22;106,152;74,4;115,78
Ray23;180,154;42,2;131,79
Ray24;222,154;10,2;147,79
