Sword_000;0,10;24,33;140,71
Sword_001;24,10;22,33;141,71
Sword_002;46,11;23,32;140,72
Sword_003;69,12;24,31;139,73
Sword_004;93,16;39,27;122,77
Sword_005;132,16;39,27;122,77
Sword_007;171,3;29,40;102,64
Sword_008;200,3;27,40;102,64
Sword_009;227,2;28,41;102,63
Sword_010;255,3;34,40;95,64
Sword_011;289,7;33,36;93,68
Sword_012;322,0;44,43;85,61
Sword_013;366,2;34,41;90,63
Sword_014;400,5;34,38;93,66
Sword_015;434,5;30,38;102,66
Sword_016;464,8;27,35;104,69
Sword_017;491,8;28,35;104,69
Sword_018;519,8;31,35;100,69
Sword_019;550,7;26,36;100,68
Sword_020;576,7;30,36;96,68
Sword_021;606,8;30,35;96,69
Sword_022;636,11;30,32;96,72
Sword_023;666,15;29,28;96,76
Sword_024;695,17;30,26;95,78
Sword_025;725,16;31,27;95,77
Sword_026;756,16;31,27;96,77
Sword_027;787,16;28,27;99,77
Sword_028;815,13;30,30;105,74
Sword_029;845,11;30,32;108,72
Sword_030;875,11;38,32;107,72
Sword_031;913,10;26,33;128,71
Sword_032;939,12;28,31;133,73
Sword_033;967,12;28,31;133,73
Sword_034;995,11;28,32;137,72
Sword_035;1023,10;23,33;141,71
Sword_036;1046,10;31,33;141,71
Sword_037;1077,10;29,33;141,71
Sword_038;1106,10;26,33;141,71
Sword_039;1132,10;24,33;141,71
Sword_040;1156,9;22,34;141,70
Sword_041;0,86;24,33;140,71
Sword_042;24,86;24,33;140,71
Sword_043;48,86;24,33;140,71
Sword_044;72,86;24,33;140,71
Sword_045;96,85;26,34;138,70
Sword_046;122,84;26,35;138,69
Sword_047;148,84;26,35;138,69
Sword_048;174,84;28,35;136,69
Sword_049;202,84;28,35;136,69
Sword_050;230,84;28,35;136,69
Sword_051;258,84;28,35;136,69
Sword_052;286,84;26,35;138,69
Sword_053;312,84;25,35;139,69
Sword_054;337,84;26,35;138,69
Sword_055;363,87;31,32;132,72
Sword_056;394,86;98,33;49,35
Sword_058;492,51;84,68;63,35
Sword_059;576,43;79,76;68,35
Sword_060;655,86;30,33;117,35
Sword_061;685,51;32,68;100,35
Sword_062;717,51;32,68;94,45
Sword_063;749,79;30,40;79,72
Sword_064;779,80;30,39;79,73
Sword_065;809,79;36,40;71,40
Sword_066;845,47;52,72;55,10
Sword_067;897,79;36,40;71,12
Sword_068;933,79;36,40;71,8
Sword_069;969,79;36,40;71,5
Sword_076;1005,84;33,35;136,69
Sword_077;1038,88;32,31;137,73
Sword_079;1070,83;36,36;90,68
Sword_080;1106,76;60,43;69,61
Sword_under_011;1166,98;8,21;90,71
Sword_under_012;1174,87;24,32;69,62
