Attack1;0,69;25,35;140,69
Attack2;25,72;30,32;137,72
Attack3;55,74;34,30;139,74
Attack4;89,74;34,30;139,74
Attack5;123,74;32,30;139,74
Attack6;155,74;30,30;139,74
Attack7;185,74;30,30;139,74
Attack8;215,75;32,29;155,73
Attack9;247,98;47,6;163,90
Attack10;294,64;28,40;131,56
Attack11;322,99;24,5;111,94
Attack12;346,76;47,28;76,76
Attack13;393,75;28,29;88,75
Attack14;421,0;18,104;140,0
Attack15;439,0;21,104;137,0
Attack16;460,0;25,104;135,0
Attack17;485,0;27,104;131,0
Attack18;512,0;25,104;133,0
Attack19;537,0;30,104;138,0
Attack20;567,6;30,98;138,6
Attack21;597,15;30,89;138,15
Attack22;627,24;30,80;138,24
Attack23;657,32;30,72;138,32
Attack24;687,40;30,64;138,40
Attack25;717,56;30,48;138,56
Attack26;747,67;32,37;132,67
Attack27;779,69;27,35;138,69
Attack28;806,69;26,35;140,69
Attack29;832,69;26,35;140,69
Attack30;858,69;26,35;140,69
Attack31;884,69;26,35;140,69
Crit1;910,70;21,34;145,71
Crit2;931,71;22,33;147,72
Crit3;953,72;25,32;147,73
Crit4;978,72;34,32;141,72
Crit5;0,132;39,36;141,68
Crit6;39,120;41,48;152,56
Crit7;80,120;43,48;152,56
Crit8;123,120;45,48;152,56
Crit9;168,114;58,54;152,56
Crit10;226,132;60,36;152,74
Crit11;286,114;62,54;152,56
Crit12;348,132;64,36;152,74
Crit13;412,119;75,49;152,55
Crit14;487,113;77,55;152,55
Crit15;564,119;79,49;152,55
Crit16;643,104;84,64;152,55
Crit17;727,104;86,64;152,55
Crit18;813,122;88,46;152,73
Crit19;901,104;88,64;152,55
Crit20;0,238;88,46;152,73
Crit21;88,235;86,49;152,55
Crit30;174,180;89,104;151,28
Crit31;263,168;91,116;149,22
Crit32;354,215;127,69;75,64
Crit33;481,212;45,72;58,38
Crit34;526,216;122,68;77,43
Crit35;648,214;70,70;54,71
Crit36;718,230;150,54;76,34
Crit37;868,256;71,28;47,71
Crit38;0,318;150,54;76,80
Crit39;150,344;71,28;41,67
Crit40;221,346;101,26;90,79
Dodge1;322,336;24,36;140,68
Miss;346,343;41,29;75,75
Run1;387,288;39,84;82,22
Run2;426,284;52,88;76,17
Run3;478,356;13,16;112,0
Stand;491,337;26,35;140,69
